season,season_title,first_name,last_name,age,birthdate,gender,race,orientation,profession,hometown,homestate,finish
38,Survivor: Edge of Extinction,Aurora,McCreary,32,1985-12-21,F,White,LGBT,Divorce Attorney,Orlando,Florida,7
38,Survivor: Edge of Extinction,Victoria,Baamonde,23,1994-07-18,F,Latin American,Straight,Waitress,Bronx,New York,6
38,Survivor: Edge of Extinction,Lauren,O'Connell,21,1996-10-25,F,White,Straight,Student,Bakersfield,California,5
38,Survivor: Edge of Extinction,Rick,Devens,33,1984-04-05,M,White,Straight,Morning News Anchor,Blacksburg,Virginia,4
38,Survivor: Edge of Extinction,Julie,Rosenberg,46,1971-10-09,F,White,Straight,Toymaker,New York,New York,3
38,Survivor: Edge of Extinction,Gavin,Whitson,23,1994-07-20,M,White,Straight,YMCA Program Director,Erwin,Tennessee,2
38,Survivor: Edge of Extinction,Chris,Underwood,25,1992-10-06,M,Latin American,Straight,District Sales Manager,Greenville,South Carolina,1
39,Survivor: Island of the Idols,Ronnie,Bardah,35,1982-08-29,M,Asian American,Straight,Poker Player,Henderson,Nevada,20
39,Survivor: Island of the Idols,Molly,Byman,27,1990-10-05,F,White,Straight,Law Student,Durham,North Carolina,19
39,Survivor: Island of the Idols,Vince,Moua,27,1991-04-09,M,Asian American,LGBT,Admissions Counselor,Palo Alto,California,18
39,Survivor: Island of the Idols,Chelsea,Walker,26,1992-03-10,F,White,Straight,Digital Content Creator,Los Angeles,California,17
39,Survivor: Island of the Idols,Tom,Laidlaw,60,1958-04-15,M,White,Straight,Former NHL Player,Greenwich,Connecticut,16
39,Survivor: Island of the Idols,Jason,Linden,32,1986-08-04,M,White,Straight,Personal Injury Attorney,New York,New York,15
39,Survivor: Island of the Idols,Jack,Nichting,23,1995-06-05,M,White,Straight,Grad Student,Harrisonburg,Virginia,14
39,Survivor: Island of the Idols,Kellee,Kim,29,1989-10-17,F,Asian American,Straight,MBA Student,Philadelphia,Pennsylvania,13
39,Survivor: Island of the Idols,Jamal,Shipman,33,1985-05-09,M,Latin American,Straight,College Administrator,Providence,Rhode Island,12
39,Survivor: Island of the Idols,Aaron,Meredith,36,1982-12-16,M,African American,Straight,Gym Owner,Warwick,Rhode Island,11
39,Survivor: Island of the Idols,Missy,Byrd,24,1994-07-01,F,African American,LGBT,Air Force Veteran,Tacoma,Washington,10
39,Survivor: Island of the Idols,Elizabeth,Beisel,26,1992-08-18,F,White,Straight,Olympic Medalist,Saunderstown,Rhode Island,9
39,Survivor: Island of the Idols,Karishma,Patel,37,1981-12-07,F,Asian American,Straight,Personal Injury Attorney,Houston,Texas,8
39,Survivor: Island of the Idols,Elaine,Stott,41,1978-01-13,F,White,LGBT,Factory Worker,Rockholds,Kentucky,7
39,Survivor: Island of the Idols,Dan,Spilo,48,1970-06-28,M,White,Straight,Talent Manager,Los Angeles,California,6
39,Survivor: Island of the Idols,Janet,Carbin,59,1959-06-15,F,White,Straight,Chief Lifeguard,Palm Bay,Florida,5
39,Survivor: Island of the Idols,Lauren,Beck,28,1989-11-16,F,African American,Straight,Nanny,Glendale,California,4
39,Survivor: Island of the Idols,Noura,Salman,36,1982-08-23,F,Asian American,Straight,Entrepreneur,North Potomac,Maryland,3
39,Survivor: Island of the Idols,Dean,Kowalski,28,1990-04-12,M,White,Straight,Tech Sales,New York,New York,2
39,Survivor: Island of the Idols,Tommy,Sheehan,26,1992-10-26,M,White,Straight,4th Grade Teacher,Long Beach,New York,1
40,Survivor: Winners at War,Amber,Mariano,40,1978-08-11,F,White,Straight,Director of Marketing & Communications,Pensacola,Florida,20
40,Survivor: Winners at War,Danni,Boatwright,43,1975-07-13,F,White,Straight,Sideline Chic Owner,Shawnee,Kansas,19
40,Survivor: Winners at War,Ethan,Zohn,45,1973-11-12,M,White,Straight,Keynote Speaker/Social Entrepreneur,Hillsborough,New Hampshire,18
40,Survivor: Winners at War,Rob,Mariano,43,1975-12-25,M,White,Straight,Construction Worker,Pensacola,Florida,17
40,Survivor: Winners at War,Parvati,Shallow,36,1982-09-21,F,White,Straight,Life Coach/Speaker/Yoga Teacher,Los Angeles,California,16
40,Survivor: Winners at War,Sandra,Diaz-Twine,44,1974-07-30,F,Latin American,Straight,Case Manager,Riverview,Florida,15
40,Survivor: Winners at War,Yul,Kwon,44,1975-02-14,M,Asian American,Straight,Product Management,Los Altos,California,14
40,Survivor: Winners at War,Wendell,Holland,35,1984-03-08,M,African American,Straight,Furniture Designer,Philadelphia,Pennsylvania,13
40,Survivor: Winners at War,Adam,Klein,28,1991-01-15,M,White,Straight,Host/Keynote Speaker,Burlingame,California,12
40,Survivor: Winners at War,Tyson,Apostol,39,1979-06-17,M,White,Straight,Former Pro Cyclist/Shop Manager,Mesa,Arizona,11
40,Survivor: Winners at War,Sophie,Clarke,29,1989-07-10,F,White,Straight,Healthcare Consultant,Santa Monica,California,10
40,Survivor: Winners at War,Kim,Spradlin-Wolfe,36,1983-01-30,F,White,Straight,Interior Designer,San Antonio,Texas,9
40,Survivor: Winners at War,Jeremy,Collins,41,1978-04-16,M,African American,Straight,Firefighter,Foxborough,Massachusetts,8
40,Survivor: Winners at War,Nick,Wilson,28,1990-06-11,M,White,Straight,Attorney,Williamsburg,Kentucky,7
40,Survivor: Winners at War,Denise,Stapley,48,1971-01-01,F,White,Straight,Sex Therapist,Marion,Iowa,6
40,Survivor: Winners at War,Ben,Driebergen,36,1983-01-01,M,White,Straight,Real Estate Agent/Stay-at-home Dad,Boise,Idaho,5
40,Survivor: Winners at War,Sarah,Lacina,35,1984-07-09,F,White,Straight,Police Officer,Cedar Rapids,Iowa,4
40,Survivor: Winners at War,Michele,Fitzgerald,29,1990-05-05,F,White,Straight,Business Development Manager,Hoboken,New Jersey,3
40,Survivor: Winners at War,Natalie,Anderson,33,1986-04-11,F,Asian American,Straight,CrossFit Trainer,Edgewater,New Jersey,2
40,Survivor: Winners at War,Tony,Vlachos,45,1973-09-10,M,White,Straight,Police Officer,Allendale,New Jersey,1
41,Survivor 41,Eric,Abraham,51,1970-06-10,M,African American,Straight,Cyber Security Analyst,San Antonio,Texas,18
41,Survivor 41,Sara,Wilson,24,1997-06-28,F,White,Straight,Healthcare Consultant,Boston,Massachusetts,17
41,Survivor 41,David,Voce,35,1986-05-01,M,White,Straight,Neurosurgeon,Chicago,Illinois,16
41,Survivor 41,Brad,Reese,50,1971-07-21,M,White,Straight,Rancher,Shawnee,Wyoming,15
41,Survivor 41,JD,Robinson,20,2001-03-18,M,African American,Straight,College Student,Oklahoma City,Oklahoma,14
41,Survivor 41,Genie,Chen,46,1975-03-04,F,Asian American,LGBT,Grocery Clerk,Portland,Oregon,13
41,Survivor 41,Sydney,Segal,26,1995-07-19,F,White,Straight,Law Student,Brooklyn,New York,12
41,Survivor 41,Tiffany,Seely,47,1973-12-08,F,White,Straight,Teacher,Plainview,New York,11
41,Survivor 41,Naseer,Muttalif,37,1984-06-09,M,Asian American,Straight,Sales Manager,Morgan Hill,California,10
41,Survivor 41,Evvie,Jagoda,28,1992-10-26,N,White,LGBT,PhD Student,Arlington,Massachusetts,9
41,Survivor 41,Shan,Smith,34,1987-03-11,F,African American,Straight,Pastor,Washington,District of Columbia,8
41,Survivor 41,Liana,Wallace,20,2000-10-25,F,African American,Straight,College Student,Washington,District of Columbia,7
41,Survivor 41,Danny,McCray,33,1988-03-10,M,African American,Straight,Ex-NFL Player,Frisco,Texas,6
41,Survivor 41,Ricard,Foyé,31,1989-12-04,M,Latin American,LGBT,Flight Attendant,Sedro-Woolley,Washington,5
41,Survivor 41,Heather,Aldret,52,1969-03-01,F,White,Straight,Stay-at-Home Mom,Charleston,South Carolina,4
41,Survivor 41,Xander,Hastings,21,2000-08-11,M,White,Straight,App Developer,Chicago,Illinois,3
41,Survivor 41,Deshawn,Radden,26,1995-09-17,M,African American,Straight,Medical Student,Miami,Florida,2
41,Survivor 41,Erika,Casupanan,32,1989-07-20,F,Asian American,Straight,Communications Manager,Toronto,Ontario,1
42,Survivor 42,Jackson,Fox,48,1973-08-13,M,White,LGBT,Healthcare Worker,Houston,Texas,18
42,Survivor 42,Zach,Wurtenberger,22,2000-01-26,M,White,Straight,Student,St. Louis,Missouri,17
42,Survivor 42,Marya,Sherron,47,1974-03-26,F,African American,Straight,Stay-at-Home Mom,Noblesville,Indiana,16
42,Survivor 42,Jenny,Kim,43,1978-06-30,F,Asian American,Straight,Creative Director,Brooklyn,New York,15
42,Survivor 42,Swati,Goel,19,2002-03-20,F,Asian American,Straight,Ivy League Student,Palo Alto,California,14
42,Survivor 42,Daniel,Strunk,30,1991-03-26,M,White,Straight,Law Clerk,New Haven,Connecticut,13
42,Survivor 42,Lydia,Meredith,22,1999-05-23,F,White,LGBT,Waitress,Santa Monica,California,12
42,Survivor 42,Chanelle,Howell,29,1992-08-22,F,African American,LGBT,Executive Recruiter,New York,New York,11
42,Survivor 42,Rocksroy,Bailey,44,1978-01-12,M,African American,Straight,Stay-at-Home Dad,Las Vegas,Nevada,10
42,Survivor 42,Tori,Meehan,25,1996-09-03,F,White,Straight,Therapist,Rogers,Arkansas,9
42,Survivor 42,Hai,Giang,29,1992-10-09,M,Asian American,LGBT,Data Scientist,New Orleans,Louisiana,8
42,Survivor 42,Drea,Wheeler,35,1986-08-27,F,African American,Straight,Fitness Consultant,Montreal,Quebec,7
42,Survivor 42,Omar,Zaheer,31,1990-10-24,M,Asian American,Straight,Veterinarian,Whitby,Ontario,6
42,Survivor 42,Lindsay,Dolashewich,31,1991-02-01,F,White,Straight,Dietitian,Asbury Park,New Jersey,5
42,Survivor 42,Jonathan,Young,29,1993-01-13,M,White,Straight,Beach Service Company Owner,Gulf Shores,Alabama,4
42,Survivor 42,Romeo,Escobar,37,1984-05-10,M,Latin American,LGBT,Pageant Coach,Norwalk,California,3
42,Survivor 42,Mike,Turner,58,1963-10-15,M,Latin American,Straight,Retired Firefighter,Hoboken,New Jersey,2
42,Survivor 42,Maryanne,Oketch,24,1998-01-01,F,African American,Straight,Seminary Student,Ajax,Ontario,1
43,Survivor 43,Morriah,Young,28,1993-12-03,F,African American,Straight,Teacher,Philadelphia,Pennsylvania,18
43,Survivor 43,Justine,Brennan,29,1993-01-07,F,Asian American,Straight,Cyber Security Saleswoman,Marina del Ray,California,17
43,Survivor 43,Nneka,Ejere,43,1979-06-24,F,African American,Straight,Pharmacist,Weatherford,Texas,16
43,Survivor 43,Lindsay,Carmine,42,1980-01-21,F,White,Straight,Pediatric Nurse,Downingtown,Pennsylvania,15
43,Survivor 43,Geo,Bustamante,35,1986-08-22,M,Latin American,LGBT,Project Manager,Honolulu,Hawaii,14
43,Survivor 43,Elie,Scott,31,1991-04-17,F,Latin American,Straight,Clinical Psychologist,Salt Lake City,Utah,13
43,Survivor 43,Dwight,Moore,22,2000-08-30,M,African American,Straight,Graduate Student,Collierville,Tennessee,12
43,Survivor 43,Jeanine,Zheng,24,1997-12-19,F,Asian American,Straight,UX Designer,San Francisco,California,11
43,Survivor 43,James,Jones,37,1985-05-07,M,African American,Straight,Event Planner,Philadelphia,Pennsylvania,10
43,Survivor 43,Ryan,Medrano,24,1997-08-26,M,Latin American,Straight,Warehouse Associate,El Paso,Texas,9
43,Survivor 43,Noelle,Lambert,25,1997-01-24,F,White,Straight,Paralympian,Manchester,New Hampshire,8
43,Survivor 43,Sami,Layadi,19,2002-10-13,M,African American,Straight,Pet Cremator,Las Vegas,Nevada,7
43,Survivor 43,Cody,Assenmacher,35,1986-12-09,M,White,Straight,Elevator Salesman,Honolulu,Hawaii,6
43,Survivor 43,Karla,Cruz,28,1994-02-19,F,Latin American,LGBT,Educational Project Manager,Newark,Delaware,5
43,Survivor 43,Jesse,Lopez,30,1991-11-29,M,Latin American,Straight,Political Science PhD,Durham,North Carolina,4
43,Survivor 43,Owen,Knight,29,1992-07-10,M,Asian American,Straight,College Admissions Director,New Orleans,Louisiana,3
43,Survivor 43,Cassidy,Clark,26,1996-01-16,F,White,Straight,Designer,Austin,Texas,2
43,Survivor 43,Mike,Gabler,52,1970-09-04,M,White,Straight,Heart Valve Specialist,Meridian,Idaho,1
